Book,Chapter,Verse(s),Major_Theme,Mid_Level,Description,Connection_Type,Genre
2 Samuel,12,10,Wisdom & Understanding,Parables & Riddles,Wisdom & Understanding > Parables & Riddles,Direct Reference,Historical
2 Samuel,12,15,Wisdom & Understanding,Parables & Riddles,Wisdom & Understanding > Parables & Riddles,Direct Reference,Historical
2 Samuel,12,20,Wisdom & Understanding,Parables & Riddles,Wisdom & Understanding > Parables & Riddles,Direct Reference,Historical
2 Samuel,12,25,Wisdom & Understanding,Parables & Riddles,Wisdom & Understanding > Parables & Riddles,Direct Reference,Historical
1 Kings,20,1,Wisdom & Understanding,Parables & Riddles,Wisdom & Understanding > Parables & Riddles,Direct Reference,Historical
1 Kings,20,5,Wisdom & Understanding,Parables & Riddles,Wisdom & Understanding > Parables & Riddles,Direct Reference,Historical
1 Kings,20,10,Wisdom & Understanding,Parables & Riddles,Wisdom & Understanding > Parables & Riddles,Direct Reference,Historical
1 Kings,20,15,Wisdom & Understanding,Parables & Riddles,Wisdom & Understanding > Parables & Riddles,Direct Reference,Historical
1 Kings,20,20,Wisdom & Understanding,Parables & Riddles,Wisdom & Understanding > Parables & Riddles,Direct Reference,Historical
1 Kings,20,25,Wisdom & Understanding,Parables & Riddles,Wisdom & Understanding > Parables & Riddles,Direct Reference,Historical
Ezekiel,17,1,Wisdom & Understanding,Parables & Riddles,Wisdom & Understanding > Parables & Riddles,Direct Reference,Major Prophets
Ezekiel,17,5,Wisdom & Understanding,Parables & Riddles,Wisdom & Understanding > Parables & Riddles,Direct Reference,Major Prophets
Ezekiel,17,10,Wisdom & Understanding,Parables & Riddles,Wisdom & Understanding > Parables & Riddles,Direct Reference,Major Prophets
Ezekiel,17,15,Wisdom & Understanding,Parables & Riddles,Wisdom & Understanding > Parables & Riddles,Direct Reference,Major Prophets
Ezekiel,17,20,Wisdom & Understanding,Parables & Riddles,Wisdom & Understanding > Parables & Riddles,Direct Reference,Major Prophets
Ezekiel,17,25,Wisdom & Understanding,Parables & Riddles,Wisdom & Understanding > Parables & Riddles,Direct Reference,Major Prophets
Hosea,12,10,Wisdom & Understanding,Parables & Riddles,Wisdom & Understanding > Parables & Riddles,Direct Reference,Minor Prophets
Psalm,49,1,Wisdom & Understanding,Parables & Riddles,Wisdom & Understanding > Parables & Riddles,Direct Reference,Wisdom
Psalm,49,5,Wisdom & Understanding,Parables & Riddles,Wisdom & Understanding > Parables & Riddles,Direct Reference,Wisdom
Psalm,49,10,Wisdom & Understanding,Parables & Riddles,Wisdom & Understanding > Parables & Riddles,Direct Reference,Wisdom
Psalm,49,15,Wisdom & Understanding,Parables & Riddles,Wisdom & Understanding > Parables & Riddles,Direct Reference,Wisdom
Psalm,49,20,Wisdom & Understanding,Parables & Riddles,Wisdom & Understanding > Parables & Riddles,Direct Reference,Wisdom
Psalm,49,25,Wisdom & Understanding,Parables & Riddles,Wisdom & Understanding > Parables & Riddles,Direct Reference,Wisdom
Psalm,78,1,Wisdom & Understanding,Parables & Riddles,Wisdom & Understanding > Parables & Riddles,Direct Reference,Wisdom
Psalm,78,5,Wisdom & Understanding,Parables & Riddles,Wisdom & Understanding > Parables & Riddles,Direct Reference,Wisdom
Psalm,78,10,Wisdom & Understanding,Parables & Riddles,Wisdom & Understanding > Parables & Riddles,Direct Reference,Wisdom
Psalm,78,15,Wisdom & Understanding,Parables & Riddles,Wisdom & Understanding > Parables & Riddles,Direct Reference,Wisdom
Psalm,78,20,Wisdom & Understanding,Parables & Riddles,Wisdom & Understanding > Parables & Riddles,Direct Reference,Wisdom
Psalm,78,25,Wisdom & Understanding,Parables & Riddles,Wisdom & Understanding > Parables & Riddles,Direct Reference,Wisdom
Deuteronomy,30,1,Wisdom & Understanding,Two Ways,Wisdom & Understanding > Two Ways,Direct Reference,Torah
Deuteronomy,30,5,Wisdom & Understanding,Two Ways,Wisdom & Understanding > Two Ways,Direct Reference,Torah
Deuteronomy,30,10,Wisdom & Understanding,Two Ways,Wisdom & Understanding > Two Ways,Direct Reference,Torah
Deuteronomy,30,15,Wisdom & Understanding,Two Ways,Wisdom & Understanding > Two Ways,Direct Reference,Torah
Deuteronomy,30,20,Wisdom & Understanding,Two Ways,Wisdom & Understanding > Two Ways,Direct Reference,Torah
Deuteronomy,30,25,Wisdom & Understanding,Two Ways,Wisdom & Understanding > Two Ways,Direct Reference,Torah
Psalm,1,1,Wisdom & Understanding,Two Ways,Wisdom & Understanding > Two Ways,Direct Reference,Wisdom
Psalm,1,5,Wisdom & Understanding,Two Ways,Wisdom & Understanding > Two Ways,Direct Reference,Wisdom
Psalm,1,10,Wisdom & Understanding,Two Ways,Wisdom & Understanding > Two Ways,Direct Reference,Wisdom
Psalm,1,15,Wisdom & Understanding,Two Ways,Wisdom & Understanding > Two Ways,Direct Reference,Wisdom
Psalm,1,20,Wisdom & Understanding,Two Ways,Wisdom & Understanding > Two Ways,Direct Reference,Wisdom
Psalm,1,25,Wisdom & Understanding,Two Ways,Wisdom & Understanding > Two Ways,Direct Reference,Wisdom
Jeremiah,21,8,Wisdom & Understanding,Two Ways,Wisdom & Understanding > Two Ways,Direct Reference,Major Prophets
Proverbs,4,1,Wisdom & Understanding,Two Ways,Wisdom & Understanding > Two Ways,Direct Reference,Wisdom
Proverbs,4,5,Wisdom & Understanding,Two Ways,Wisdom & Understanding > Two Ways,Direct Reference,Wisdom
Proverbs,4,10,Wisdom & Understanding,Two Ways,Wisdom & Understanding > Two Ways,Direct Reference,Wisdom
Proverbs,4,15,Wisdom & Understanding,Two Ways,Wisdom & Understanding > Two Ways,Direct Reference,Wisdom
Proverbs,4,20,Wisdom & Understanding,Two Ways,Wisdom & Understanding > Two Ways,Direct Reference,Wisdom
Proverbs,4,25,Wisdom & Understanding,Two Ways,Wisdom & Understanding > Two Ways,Direct Reference,Wisdom
Sirach,15,14,Wisdom & Understanding,Two Ways,Wisdom & Understanding > Two Ways,Direct Reference,Deuterocanonical
Sirach,15,15,Wisdom & Understanding,Two Ways,Wisdom & Understanding > Two Ways,Direct Reference,Deuterocanonical
Sirach,15,16,Wisdom & Understanding,Two Ways,Wisdom & Understanding > Two Ways,Direct Reference,Deuterocanonical
Sirach,15,17,Wisdom & Understanding,Two Ways,Wisdom & Understanding > Two Ways,Direct Reference,Deuterocanonical
Psalm,47,1,Kingship & Messiah,Divine Kingship,Kingship & Messiah > Divine Kingship,Direct Reference,Wisdom
Psalm,47,5,Kingship & Messiah,Divine Kingship,Kingship & Messiah > Divine Kingship,Direct Reference,Wisdom
Psalm,47,10,Kingship & Messiah,Divine Kingship,Kingship & Messiah > Divine Kingship,Direct Reference,Wisdom
Psalm,47,15,Kingship & Messiah,Divine Kingship,Kingship & Messiah > Divine Kingship,Direct Reference,Wisdom
Psalm,47,20,Kingship & Messiah,Divine Kingship,Kingship & Messiah > Divine Kingship,Direct Reference,Wisdom
Psalm,47,25,Kingship & Messiah,Divine Kingship,Kingship & Messiah > Divine Kingship,Direct Reference,Wisdom
Psalm,93,1,Kingship & Messiah,Divine Kingship,Kingship & Messiah > Divine Kingship,Direct Reference,Wisdom
Psalm,93,5,Kingship & Messiah,Divine Kingship,Kingship & Messiah > Divine Kingship,Direct Reference,Wisdom
Psalm,93,10,Kingship & Messiah,Divine Kingship,Kingship & Messiah > Divine Kingship,Direct Reference,Wisdom
Psalm,93,15,Kingship & Messiah,Divine Kingship,Kingship & Messiah > Divine Kingship,Direct Reference,Wisdom
Psalm,93,20,Kingship & Messiah,Divine Kingship,Kingship & Messiah > Divine Kingship,Direct Reference,Wisdom
Psalm,93,25,Kingship & Messiah,Divine Kingship,Kingship & Messiah > Divine Kingship,Direct Reference,Wisdom
Psalm,97,1,Kingship & Messiah,Divine Kingship,Kingship & Messiah > Divine Kingship,Direct Reference,Wisdom
Psalm,97,5,Kingship & Messiah,Divine Kingship,Kingship & Messiah > Divine Kingship,Direct Reference,Wisdom
Psalm,97,10,Kingship & Messiah,Divine Kingship,Kingship & Messiah > Divine Kingship,Direct Reference,Wisdom
Psalm,97,15,Kingship & Messiah,Divine Kingship,Kingship & Messiah > Divine Kingship,Direct Reference,Wisdom
Psalm,97,20,Kingship & Messiah,Divine Kingship,Kingship & Messiah > Divine Kingship,Direct Reference,Wisdom
Psalm,97,25,Kingship & Messiah,Divine Kingship,Kingship & Messiah > Divine Kingship,Direct Reference,Wisdom
Psalm,99,1,Kingship & Messiah,Divine Kingship,Kingship & Messiah > Divine Kingship,Direct Reference,Wisdom
Psalm,99,5,Kingship & Messiah,Divine Kingship,Kingship & Messiah > Divine Kingship,Direct Reference,Wisdom
Psalm,99,10,Kingship & Messiah,Divine Kingship,Kingship & Messiah > Divine Kingship,Direct Reference,Wisdom
Psalm,99,15,Kingship & Messiah,Divine Kingship,Kingship & Messiah > Divine Kingship,Direct Reference,Wisdom
Psalm,99,20,Kingship & Messiah,Divine Kingship,Kingship & Messiah > Divine Kingship,Direct Reference,Wisdom
Psalm,99,25,Kingship & Messiah,Divine Kingship,Kingship & Messiah > Divine Kingship,Direct Reference,Wisdom
Isaiah,6,5,Kingship & Messiah,Divine Kingship,Kingship & Messiah > Divine Kingship,Direct Reference,Major Prophets
Jeremiah,10,7,Kingship & Messiah,Divine Kingship,Kingship & Messiah > Divine Kingship,Direct Reference,Major Prophets
Daniel,4,34,Kingship & Messiah,Divine Kingship,Kingship & Messiah > Divine Kingship,Direct Reference,Major Prophets
Daniel,4,35,Kingship & Messiah,Divine Kingship,Kingship & Messiah > Divine Kingship,Direct Reference,Major Prophets
2 Samuel,7,1,Kingship & Messiah,Davidic King,Kingship & Messiah > Davidic King,Direct Reference,Historical
2 Samuel,7,5,Kingship & Messiah,Davidic King,Kingship & Messiah > Davidic King,Direct Reference,Historical
2 Samuel,7,10,Kingship & Messiah,Davidic King,Kingship & Messiah > Davidic King,Direct Reference,Historical
2 Samuel,7,15,Kingship & Messiah,Davidic King,Kingship & Messiah > Davidic King,Direct Reference,Historical
2 Samuel,7,20,Kingship & Messiah,Davidic King,Kingship & Messiah > Davidic King,Direct Reference,Historical
2 Samuel,7,25,Kingship & Messiah,Davidic King,Kingship & Messiah > Davidic King,Direct Reference,Historical
Psalm,2,1,Kingship & Messiah,Davidic King,Kingship & Messiah > Davidic King,Direct Reference,Wisdom
Psalm,2,5,Kingship & Messiah,Davidic King,Kingship & Messiah > Davidic King,Direct Reference,Wisdom
Psalm,2,10,Kingship & Messiah,Davidic King,Kingship & Messiah > Davidic King,Direct Reference,Wisdom
Psalm,2,15,Kingship & Messiah,Davidic King,Kingship & Messiah > Davidic King,Direct Reference,Wisdom
Psalm,2,20,Kingship & Messiah,Davidic King,Kingship & Messiah > Davidic King,Direct Reference,Wisdom
Psalm,2,25,Kingship & Messiah,Davidic King,Kingship & Messiah > Davidic King,Direct Reference,Wisdom
Psalm,72,1,Kingship & Messiah,Davidic King,Kingship & Messiah > Davidic King,Direct Reference,Wisdom
Psalm,72,5,Kingship & Messiah,Davidic King,Kingship & Messiah > Davidic King,Direct Reference,Wisdom
Psalm,72,10,Kingship & Messiah,Davidic King,Kingship & Messiah > Davidic King,Direct Reference,Wisdom
Psalm,72,15,Kingship & Messiah,Davidic King,Kingship & Messiah > Davidic King,Direct Reference,Wisdom
Psalm,72,20,Kingship & Messiah,Davidic King,Kingship & Messiah > Davidic King,Direct Reference,Wisdom
Psalm,72,25,Kingship & Messiah,Davidic King,Kingship & Messiah > Davidic King,Direct Reference,Wisdom
Psalm,89,1,Kingship & Messiah,Davidic King,Kingship & Messiah > Davidic King,Direct Reference,Wisdom
Psalm,89,5,Kingship & Messiah,Davidic King,Kingship & Messiah > Davidic King,Direct Reference,Wisdom
Psalm,89,10,Kingship & Messiah,Davidic King,Kingship & Messiah > Davidic King,Direct Reference,Wisdom
Psalm,89,15,Kingship & Messiah,Davidic King,Kingship & Messiah > Davidic King,Direct Reference,Wisdom
Psalm,89,20,Kingship & Messiah,Davidic King,Kingship & Messiah > Davidic King,Direct Reference,Wisdom
Psalm,89,25,Kingship & Messiah,Davidic King,Kingship & Messiah > Davidic King,Direct Reference,Wisdom
Psalm,110,1,Kingship & Messiah,Davidic King,Kingship & Messiah > Davidic King,Direct Reference,Wisdom
Psalm,110,5,Kingship & Messiah,Davidic King,Kingship & Messiah > Davidic King,Direct Reference,Wisdom
Psalm,110,10,Kingship & Messiah,Davidic King,Kingship & Messiah > Davidic King,Direct Reference,Wisdom
Psalm,110,15,Kingship & Messiah,Davidic King,Kingship & Messiah > Davidic King,Direct Reference,Wisdom
Psalm,110,20,Kingship & Messiah,Davidic King,Kingship & Messiah > Davidic King,Direct Reference,Wisdom
Psalm,110,25,Kingship & Messiah,Davidic King,Kingship & Messiah > Davidic King,Direct Reference,Wisdom
Isaiah,11,1,Kingship & Messiah,Davidic King,Kingship & Messiah > Davidic King,Direct Reference,Major Prophets
Isaiah,11,5,Kingship & Messiah,Davidic King,Kingship & Messiah > Davidic King,Direct Reference,Major Prophets
Isaiah,11,10,Kingship & Messiah,Davidic King,Kingship & Messiah > Davidic King,Direct Reference,Major Prophets
Isaiah,11,15,Kingship & Messiah,Davidic King,Kingship & Messiah > Davidic King,Direct Reference,Major Prophets
Isaiah,11,20,Kingship & Messiah,Davidic King,Kingship & Messiah > Davidic King,Direct Reference,Major Prophets
Isaiah,11,25,Kingship & Messiah,Davidic King,Kingship & Messiah > Davidic King,Direct Reference,Major Prophets
Jeremiah,23,1,Kingship & Messiah,Davidic King,Kingship & Messiah > Davidic King,Direct Reference,Major Prophets
Jeremiah,23,5,Kingship & Messiah,Davidic King,Kingship & Messiah > Davidic King,Direct Reference,Major Prophets
Jeremiah,23,10,Kingship & Messiah,Davidic King,Kingship & Messiah > Davidic King,Direct Reference,Major Prophets
Jeremiah,23,15,Kingship & Messiah,Davidic King,Kingship & Messiah > Davidic King,Direct Reference,Major Prophets
Jeremiah,23,20,Kingship & Messiah,Davidic King,Kingship & Messiah > Davidic King,Direct Reference,Major Prophets
Jeremiah,23,25,Kingship & Messiah,Davidic King,Kingship & Messiah > Davidic King,Direct Reference,Major Prophets
Ezekiel,34,1,Kingship & Messiah,Davidic King,Kingship & Messiah > Davidic King,Direct Reference,Major Prophets
Ezekiel,34,5,Kingship & Messiah,Davidic King,Kingship & Messiah > Davidic King,Direct Reference,Major Prophets
Ezekiel,34,10,Kingship & Messiah,Davidic King,Kingship & Messiah > Davidic King,Direct Reference,Major Prophets
Ezekiel,34,15,Kingship & Messiah,Davidic King,Kingship & Messiah > Davidic King,Direct Reference,Major Prophets
Ezekiel,34,20,Kingship & Messiah,Davidic King,Kingship & Messiah > Davidic King,Direct Reference,Major Prophets
Ezekiel,34,25,Kingship & Messiah,Davidic King,Kingship & Messiah > Davidic King,Direct Reference,Major Prophets
Isaiah,7,14,Kingship & Messiah,Messianic Prophecies,Kingship & Messiah > Messianic Prophecies,Direct Reference,Major Prophets
Isaiah,9,6,Kingship & Messiah,Messianic Prophecies,Kingship & Messiah > Messianic Prophecies,Direct Reference,Major Prophets
Isaiah,9,7,Kingship & Messiah,Messianic Prophecies,Kingship & Messiah > Messianic Prophecies,Direct Reference,Major Prophets
Isaiah,53,1,Kingship & Messiah,Messianic Prophecies,Kingship & Messiah > Messianic Prophecies,Direct Reference,Major Prophets
Isaiah,53,5,Kingship & Messiah,Messianic Prophecies,Kingship & Messiah > Messianic Prophecies,Direct Reference,Major Prophets
Isaiah,53,10,Kingship & Messiah,Messianic Prophecies,Kingship & Messiah > Messianic Prophecies,Direct Reference,Major Prophets
Isaiah,53,15,Kingship & Messiah,Messianic Prophecies,Kingship & Messiah > Messianic Prophecies,Direct Reference,Major Prophets
Isaiah,53,20,Kingship & Messiah,Messianic Prophecies,Kingship & Messiah > Messianic Prophecies,Direct Reference,Major Prophets
Isaiah,53,25,Kingship & Messiah,Messianic Prophecies,Kingship & Messiah > Messianic Prophecies,Direct Reference,Major Prophets
Jeremiah,23,5,Kingship & Messiah,Messianic Prophecies,Kingship & Messiah > Messianic Prophecies,Direct Reference,Major Prophets
Jeremiah,23,6,Kingship & Messiah,Messianic Prophecies,Kingship & Messiah > Messianic Prophecies,Direct Reference,Major Prophets
Ezekiel,37,24,Kingship & Messiah,Messianic Prophecies,Kingship & Messiah > Messianic Prophecies,Direct Reference,Major Prophets
Ezekiel,37,25,Kingship & Messiah,Messianic Prophecies,Kingship & Messiah > Messianic Prophecies,Direct Reference,Major Prophets
Ezekiel,37,26,Kingship & Messiah,Messianic Prophecies,Kingship & Messiah > Messianic Prophecies,Direct Reference,Major Prophets
Ezekiel,37,27,Kingship & Messiah,Messianic Prophecies,Kingship & Messiah > Messianic Prophecies,Direct Reference,Major Prophets
Ezekiel,37,28,Kingship & Messiah,Messianic Prophecies,Kingship & Messiah > Messianic Prophecies,Direct Reference,Major Prophets
Daniel,7,13,Kingship & Messiah,Messianic Prophecies,Kingship & Messiah > Messianic Prophecies,Direct Reference,Major Prophets
Daniel,7,14,Kingship & Messiah,Messianic Prophecies,Kingship & Messiah > Messianic Prophecies,Direct Reference,Major Prophets
Micah,5,2,Kingship & Messiah,Messianic Prophecies,Kingship & Messiah > Messianic Prophecies,Direct Reference,Minor Prophets
Micah,5,3,Kingship & Messiah,Messianic Prophecies,Kingship & Messiah > Messianic Prophecies,Direct Reference,Minor Prophets
Micah,5,4,Kingship & Messiah,Messianic Prophecies,Kingship & Messiah > Messianic Prophecies,Direct Reference,Minor Prophets
Micah,5,5,Kingship & Messiah,Messianic Prophecies,Kingship & Messiah > Messianic Prophecies,Direct Reference,Minor Prophets
Zechariah,9,9,Kingship & Messiah,Messianic Prophecies,Kingship & Messiah > Messianic Prophecies,Direct Reference,Minor Prophets
Psalm,2,1,Kingship & Messiah,Royal Psalms,Kingship & Messiah > Royal Psalms,Direct Reference,Wisdom
Psalm,2,5,Kingship & Messiah,Royal Psalms,Kingship & Messiah > Royal Psalms,Direct Reference,Wisdom
Psalm,2,10,Kingship & Messiah,Royal Psalms,Kingship & Messiah > Royal Psalms,Direct Reference,Wisdom
Psalm,2,15,Kingship & Messiah,Royal Psalms,Kingship & Messiah > Royal Psalms,Direct Reference,Wisdom
Psalm,2,20,Kingship & Messiah,Royal Psalms,Kingship & Messiah > Royal Psalms,Direct Reference,Wisdom
Psalm,2,25,Kingship & Messiah,Royal Psalms,Kingship & Messiah > Royal Psalms,Direct Reference,Wisdom
Psalm,18,1,Kingship & Messiah,Royal Psalms,Kingship & Messiah > Royal Psalms,Direct Reference,Wisdom
Psalm,18,5,Kingship & Messiah,Royal Psalms,Kingship & Messiah > Royal Psalms,Direct Reference,Wisdom
Psalm,18,10,Kingship & Messiah,Royal Psalms,Kingship & Messiah > Royal Psalms,Direct Reference,Wisdom
Psalm,18,15,Kingship & Messiah,Royal Psalms,Kingship & Messiah > Royal Psalms,Direct Reference,Wisdom
Psalm,18,20,Kingship & Messiah,Royal Psalms,Kingship & Messiah > Royal Psalms,Direct Reference,Wisdom
Psalm,18,25,Kingship & Messiah,Royal Psalms,Kingship & Messiah > Royal Psalms,Direct Reference,Wisdom
Psalm,20,1,Kingship & Messiah,Royal Psalms,Kingship & Messiah > Royal Psalms,Direct Reference,Wisdom
Psalm,20,5,Kingship & Messiah,Royal Psalms,Kingship & Messiah > Royal Psalms,Direct Reference,Wisdom
Psalm,20,10,Kingship & Messiah,Royal Psalms,Kingship & Messiah > Royal Psalms,Direct Reference,Wisdom
Psalm,20,15,Kingship & Messiah,Royal Psalms,Kingship & Messiah > Royal Psalms,Direct Reference,Wisdom
Psalm,20,20,Kingship & Messiah,Royal Psalms,Kingship & Messiah > Royal Psalms,Direct Reference,Wisdom
Psalm,20,25,Kingship & Messiah,Royal Psalms,Kingship & Messiah > Royal Psalms,Direct Reference,Wisdom
Psalm,21,1,Kingship & Messiah,Royal Psalms,Kingship & Messiah > Royal Psalms,Direct Reference,Wisdom
Psalm,21,5,Kingship & Messiah,Royal Psalms,Kingship & Messiah > Royal Psalms,Direct Reference,Wisdom
Psalm,21,10,Kingship & Messiah,Royal Psalms,Kingship & Messiah > Royal Psalms,Direct Reference,Wisdom
Psalm,21,15,Kingship & Messiah,Royal Psalms,Kingship & Messiah > Royal Psalms,Direct Reference,Wisdom
Psalm,21,20,Kingship & Messiah,Royal Psalms,Kingship & Messiah > Royal Psalms,Direct Reference,Wisdom
Psalm,21,25,Kingship & Messiah,Royal Psalms,Kingship & Messiah > Royal Psalms,Direct Reference,Wisdom
Psalm,45,1,Kingship & Messiah,Royal Psalms,Kingship & Messiah > Royal Psalms,Direct Reference,Wisdom
Psalm,45,5,Kingship & Messiah,Royal Psalms,Kingship & Messiah > Royal Psalms,Direct Reference,Wisdom
Psalm,45,10,Kingship & Messiah,Royal Psalms,Kingship & Messiah > Royal Psalms,Direct Reference,Wisdom
Psalm,45,15,Kingship & Messiah,Royal Psalms,Kingship & Messiah > Royal Psalms,Direct Reference,Wisdom
Psalm,45,20,Kingship & Messiah,Royal Psalms,Kingship & Messiah > Royal Psalms,Direct Reference,Wisdom
Psalm,45,25,Kingship & Messiah,Royal Psalms,Kingship & Messiah > Royal Psalms,Direct Reference,Wisdom
Psalm,72,1,Kingship & Messiah,Royal Psalms,Kingship & Messiah > Royal Psalms,Direct Reference,Wisdom
Psalm,72,5,Kingship & Messiah,Royal Psalms,Kingship & Messiah > Royal Psalms,Direct Reference,Wisdom
Psalm,72,10,Kingship & Messiah,Royal Psalms,Kingship & Messiah > Royal Psalms,Direct Reference,Wisdom
Psalm,72,15,Kingship & Messiah,Royal Psalms,Kingship & Messiah > Royal Psalms,Direct Reference,Wisdom
Psalm,72,20,Kingship & Messiah,Royal Psalms,Kingship & Messiah > Royal Psalms,Direct Reference,Wisdom
Psalm,72,25,Kingship & Messiah,Royal Psalms,Kingship & Messiah > Royal Psalms,Direct Reference,Wisdom
Psalm,89,1,Kingship & Messiah,Royal Psalms,Kingship & Messiah > Royal Psalms,Direct Reference,Wisdom
Psalm,89,5,Kingship & Messiah,Royal Psalms,Kingship & Messiah > Royal Psalms,Direct Reference,Wisdom
Psalm,89,10,Kingship & Messiah,Royal Psalms,Kingship & Messiah > Royal Psalms,Direct Reference,Wisdom
Psalm,89,15,Kingship & Messiah,Royal Psalms,Kingship & Messiah > Royal Psalms,Direct Reference,Wisdom
Psalm,89,20,Kingship & Messiah,Royal Psalms,Kingship & Messiah > Royal Psalms,Direct Reference,Wisdom
Psalm,89,25,Kingship & Messiah,Royal Psalms,Kingship & Messiah > Royal Psalms,Direct Reference,Wisdom
Psalm,110,1,Kingship & Messiah,Royal Psalms,Kingship & Messiah > Royal Psalms,Direct Reference,Wisdom
Psalm,110,5,Kingship & Messiah,Royal Psalms,Kingship & Messiah > Royal Psalms,Direct Reference,Wisdom
Psalm,110,10,Kingship & Messiah,Royal Psalms,Kingship & Messiah > Royal Psalms,Direct Reference,Wisdom
Psalm,110,15,Kingship & Messiah,Royal Psalms,Kingship & Messiah > Royal Psalms,Direct Reference,Wisdom
Psalm,110,20,Kingship & Messiah,Royal Psalms,Kingship & Messiah > Royal Psalms,Direct Reference,Wisdom
Psalm,110,25,Kingship & Messiah,Royal Psalms,Kingship & Messiah > Royal Psalms,Direct Reference,Wisdom
Psalm,144,1,Kingship & Messiah,Royal Psalms,Kingship & Messiah > Royal Psalms,Direct Reference,Wisdom
Psalm,144,5,Kingship & Messiah,Royal Psalms,Kingship & Messiah > Royal Psalms,Direct Reference,Wisdom
Psalm,144,10,Kingship & Messiah,Royal Psalms,Kingship & Messiah > Royal Psalms,Direct Reference,Wisdom
Psalm,144,15,Kingship & Messiah,Royal Psalms,Kingship & Messiah > Royal Psalms,Direct Reference,Wisdom
Psalm,144,20,Kingship & Messiah,Royal Psalms,Kingship & Messiah > Royal Psalms,Direct Reference,Wisdom
Psalm,144,25,Kingship & Messiah,Royal Psalms,Kingship & Messiah > Royal Psalms,Direct Reference,Wisdom
Exodus,25-40,,Temple & Worship,Tabernacle,Temple & Worship > Tabernacle,Direct Reference,Torah
Numbers,1-10,,Temple & Worship,Tabernacle,Temple & Worship > Tabernacle,Direct Reference,Torah
2 Chronicles,5,1,Temple & Worship,Tabernacle,Temple & Worship > Tabernacle,Direct Reference,Historical
2 Chronicles,5,5,Temple & Worship,Tabernacle,Temple & Worship > Tabernacle,Direct Reference,Historical
2 Chronicles,5,10,Temple & Worship,Tabernacle,Temple & Worship > Tabernacle,Direct Reference,Historical
2 Chronicles,5,15,Temple & Worship,Tabernacle,Temple & Worship > Tabernacle,Direct Reference,Historical
2 Chronicles,5,20,Temple & Worship,Tabernacle,Temple & Worship > Tabernacle,Direct Reference,Historical
2 Chronicles,6,1,Temple & Worship,Tabernacle,Temple & Worship > Tabernacle,Direct Reference,Historical
2 Chronicles,6,5,Temple & Worship,Tabernacle,Temple & Worship > Tabernacle,Direct Reference,Historical
2 Chronicles,6,10,Temple & Worship,Tabernacle,Temple & Worship > Tabernacle,Direct Reference,Historical
2 Chronicles,6,15,Temple & Worship,Tabernacle,Temple & Worship > Tabernacle,Direct Reference,Historical
2 Chronicles,6,20,Temple & Worship,Tabernacle,Temple & Worship > Tabernacle,Direct Reference,Historical
2 Chronicles,7,1,Temple & Worship,Tabernacle,Temple & Worship > Tabernacle,Direct Reference,Historical
2 Chronicles,7,5,Temple & Worship,Tabernacle,Temple & Worship > Tabernacle,Direct Reference,Historical
2 Chronicles,7,10,Temple & Worship,Tabernacle,Temple & Worship > Tabernacle,Direct Reference,Historical
2 Chronicles,7,15,Temple & Worship,Tabernacle,Temple & Worship > Tabernacle,Direct Reference,Historical
2 Chronicles,7,20,Temple & Worship,Tabernacle,Temple & Worship > Tabernacle,Direct Reference,Historical
Sirach,24,23,Temple & Worship,Tabernacle,Temple & Worship > Tabernacle,Direct Reference,Deuterocanonical
Sirach,24,24,Temple & Worship,Tabernacle,Temple & Worship > Tabernacle,Direct Reference,Deuterocanonical
Sirach,24,25,Temple & Worship,Tabernacle,Temple & Worship > Tabernacle,Direct Reference,Deuterocanonical
Sirach,24,26,Temple & Worship,Tabernacle,Temple & Worship > Tabernacle,Direct Reference,Deuterocanonical
Sirach,24,27,Temple & Worship,Tabernacle,Temple & Worship > Tabernacle,Direct Reference,Deuterocanonical
Sirach,24,28,Temple & Worship,Tabernacle,Temple & Worship > Tabernacle,Direct Reference,Deuterocanonical
Sirach,24,29,Temple & Worship,Tabernacle,Temple & Worship > Tabernacle,Direct Reference,Deuterocanonical
1 Kings,5,1,Temple & Worship,Solomon's Temple,Temple & Worship > Solomon's Temple,Direct Reference,Historical
1 Kings,5,5,Temple & Worship,Solomon's Temple,Temple & Worship > Solomon's Temple,Direct Reference,Historical
1 Kings,5,10,Temple & Worship,Solomon's Temple,Temple & Worship > Solomon's Temple,Direct Reference,Historical
1 Kings,5,15,Temple & Worship,Solomon's Temple,Temple & Worship > Solomon's Temple,Direct Reference,Historical
1 Kings,5,20,Temple & Worship,Solomon's Temple,Temple & Worship > Solomon's Temple,Direct Reference,Historical
1 Kings,6,1,Temple & Worship,Solomon's Temple,Temple & Worship > Solomon's Temple,Direct Reference,Historical
1 Kings,6,5,Temple & Worship,Solomon's Temple,Temple & Worship > Solomon's Temple,Direct Reference,Historical
1 Kings,6,10,Temple & Worship,Solomon's Temple,Temple & Worship > Solomon's Temple,Direct Reference,Historical
1 Kings,6,15,Temple & Worship,Solomon's Temple,Temple & Worship > Solomon's Temple,Direct Reference,Historical
1 Kings,6,20,Temple & Worship,Solomon's Temple,Temple & Worship > Solomon's Temple,Direct Reference,Historical
1 Kings,7,1,Temple & Worship,Solomon's Temple,Temple & Worship > Solomon's Temple,Direct Reference,Historical
1 Kings,7,5,Temple & Worship,Solomon's Temple,Temple & Worship > Solomon's Temple,Direct Reference,Historical
